idx,obj,act,obj_idxs,act_idxs
172,bathtub,sit,116,2
173,haircut,get_down,117,42
174,barn_door,push,118,6
175,display,stand,119,12
176,case,stand,54,12
177,hair,turn,120,43
178,ball,roll,100,8
179,mat,tend,121,40
180,bus,walk,68,7
181,bus,sit,68,2
182,bus,enter,68,18
183,table,look,30,3
184,choir,sing,122,44
185,toolbox,stand,123,12
186,snow,lie,124,45
187,counter,tend,50,40
188,base,stand,125,12
189,shopping_cart,push,126,6
190,male_child,refer,127,46
191,table,put,30,32
192,sheet,traverse,128,10
193,skeleton,indicate,129,5
194,base,sit,125,2
195,water,sit,75,2
196,man,talk,17,16
197,room,talk,32,16
198,snow,stand,124,12
199,lunch,eat,130,47
200,wheelchair,sit,131,2
201,animal,help,132,48
202,outhouse,watch,133,23
203,outhouse,peer,133,49
204,lemon,work,134,1
205,lemon,classify,134,50
206,dais,stand,135,12
207,book,transport,23,0
208,floor,stand,136,12
209,train,stand,21,12
210,seat,sit,137,2
211,pool,stand,138,12
212,tree,sit,139,2
213,tree,stand,139,12
214,stream,crouch,140,51
215,horse,depend_on,141,11
216,crowd,stand,55,12
217,paper,read,142,13
218,street,sit,10,2
219,group,sit,143,2
220,shrub,walk,144,7
221,land,sit,145,2
222,statue,look,146,3
223,statue,stand,146,12
224,woman,stand,27,12
225,railing,tend,147,40
226,step,close,36,37
227,stairway,use,148,4
228,guitar,play,149,22
229,drum,play,150,22
230,gun,indicate,151,5
231,beer,use,152,4
232,mouse,use,153,4
233,hallway,stand,154,12
234,hair,refer,120,46
235,cup,transport,155,0
236,bottle,transport,156,0
237,road,close,11,37
238,building,sit,39,2
239,car,get_down,16,42
240,baggage,haul,157,52
241,baggage,roll,157,8
242,sidewalk,traverse,7,10
243,briefcase,transport,158,0
244,sidewalk,step,7,53
245,hole,grok,159,54
246,shovel,use,160,4
247,motorcycle,drive,15,20
248,truck,drop,96,55
249,truck,stand,96,12
250,motorcycle,sit,15,2
251,dress,stand,161,12
252,male_child,walk,127,7
253,person,stand,162,12
254,bag,carry,14,56
255,scarf,transport,163,0
256,bag,blacken,14,36
257,barrier,walk,164,7
258,car,happen,16,57
259,bag,pull,14,58
260,row,sit,165,2
261,child,push,65,6
262,restaurant,sit,52,2
263,arch,walk,166,7
264,church,walk,41,7
265,park,sit,87,2
266,people,walk,167,7
267,food,order,168,59
268,food,eat,168,47
269,friend,eat,169,47
270,city,roll,170,8
271,table,fix,30,60
272,group,stand,143,12
273,way,stand,73,12
274,mirror,chew_over,171,61
275,bun,sport,172,62
276,building,tend,39,40
277,bag,sit,14,2
278,entrance,stand,173,12
279,cathedral,front,174,26
280,nose,float,175,63
281,dog,wake_up,42,64
282,bag,get_down,14,42
283,wallet,transport,176,0
284,window,chew_over,70,61
285,camera,necessitate,177,65
286,street,travel,10,66
287,umbrella,walk,12,7
288,pavement,stand,67,12
289,person,walk,162,7
290,mountain,walk,178,7
291,floor,sit,136,2
292,door,sit,179,2
293,measure,walk,37,7
294,door,stand,179,12
295,grass,sit,93,2
296,dock,stand,180,12
297,rock,stand,24,12
298,rock,walk,24,7
299,lamp,sit,181,2
300,bus,stand,68,12
301,balcony,sit,182,2
302,road,stand,11,12
303,bicycle,walk,26,7
304,grass,walk,93,7
305,cart,push,66,6
306,median,stand,183,12
307,shoe,sit,184,2
308,grass,put,93,32
309,people,talk,167,16
310,quadriceps,walk,185,7
311,court,walk,186,7
312,plaza,walk,81,7
313,doorway,stand,187,12
314,man,push,17,6
315,wheelchair,push,131,6
316,bench,stand,31,12
317,van,stand,45,12
318,hair,sport,120,62
319,mustache,turn,188,43
320,wall,stand,95,12
321,beard,turn,189,43
322,smile,try,190,67
323,house,walk,191,7
324,camera,look,177,3
325,camera,put,177,32
326,hair,comb,120,68
327,hand,leave,20,24
328,cup,achieve,155,69
329,horse,sit,141,2
330,saddle,sit,192,2
331,face,traverse,193,10
332,cup,drink,155,70
333,picture,necessitate,112,65
334,porch,sweep,194,71
335,cement,walk,195,7
336,wire,work,196,1
337,area,sit,197,2
338,arm,traverse,198,10
339,violin,play,199,22
340,instrument,play,200,22
341,court,stand,186,12
342,doughnut,catch,201,72
343,tongs,catch,202,72
344,pool,play,138,22
345,inside,stand,203,12
346,screen,look,204,3
347,class,arrive,205,73
348,measure,approach,37,74
349,casino,stand,206,12
350,building,look,39,3
351,elevator,stand,207,12
352,wall,tend,95,40
353,line,stand,208,12
354,booth,analyze,209,75
355,booth,stand,209,12
356,screen,refer,204,46
357,child,look,65,3
358,car,look,16,3
359,land,walk,145,7
360,shirt,sit,210,2
361,train,look,21,3
362,barroom,sit,211,2
363,register,stand,212,12
364,hill,depend_on,213,11
365,boat,sit,59,2
366,lake,walk,214,7
367,shop,work,63,1
368,isle,walk,215,7
369,step,put,36,32
370,van,sit,45,2
371,outside,walk,71,7
372,outside,stand,71,12
373,tree,walk,139,7
374,fork,use,216,4
375,railing,walk,147,7
376,boat,close,59,37
377,ball,swing,100,76
378,kite,fly,217,77
379,kite,lead,217,78
380,kite,watch,217,23
381,stroller,bend,6,79
382,bird,feed,218,80
383,eye,close,219,37
384,ocean,look,9,3
385,tongue,bite,220,81
386,male_child,talk,127,16
387,hill,become,213,19
388,laptop,sit,46,2
389,laptop,star,46,82
390,airport,sit,221,2
391,train,die,21,83
392,parachute,associate,105,84
393,knee,bend,222,79
394,sea,run,223,33
395,sea,step,223,53
396,beach,play,224,22
397,baker,necessitate,225,65
398,stove,look,226,3
399,bread,bake,227,85
400,item,juggle,90,86
401,stick,juggle,228,86
402,baton,juggle,229,86
403,apple,juggle,230,86
404,fire,juggle,231,86
405,apple,bite,230,81
406,umbrella,share,12,87
407,umbrella,use,12,4
408,hand,show,20,88
409,hair,show,120,88
410,coat,sleep,232,89
411,surfboard,depend_on,97,11
412,bus,get_down,68,42
413,elephant,feed,233,80
414,elephant,watch,233,23
415,bat,use,234,4
416,player,watch,235,23
417,ball,reach,100,35
418,tennis_court,stand,236,12
419,tennis_ball,look,237,3
420,baseball,play,238,22
421,ball,look,100,3
422,ball,hold,100,30
423,park,play,87,22
424,male_child,stand,127,12
425,ocean,stand,9,12
426,paddle,transport,239,0
427,surfboard,stand,97,12
428,surfboard,put,97,32
429,apple,hold,230,30
430,cellular_telephone,look,240,3
431,cellular_telephone,use,240,4
432,cellular_telephone,see,240,34
433,cellular_telephone,play,240,22
434,basket,transport,241,0
435,head,stay,89,90
436,dinghy,depend_on,242,11
437,elephant,help,233,48
438,cake,reduce,243,91
439,cake,slit,243,92
440,sign,stand,79,12
441,down,look,244,3
442,board,use,104,4
443,pastry,eat,245,47
444,sand,put,246,32
445,sand,walk,246,7
446,ski_tow,depend_on,247,11
447,pizza,cook,248,93
448,skateboard,stand,249,12
449,skateboard,depend_on,249,11
450,tennis,watch,99,23
451,kite,play,217,22
452,eye,shade,219,94
453,fence,tend,250,40
454,bench,lie,31,45
455,backpack,use,0,4
456,game,play,251,22
457,soup,eat,252,47
458,box,transport,253,0
459,ball,complain,100,95
460,water_scooter,depend_on,254,11
461,elephant,depend_on,233,11
462,booth,tend,209,40
463,inch,walk,255,7
464,bicycle,put,26,32
465,bicycle,push,26,6
466,bicycle,use,26,4
467,bicycle,travel,26,66
468,bicycle,watch,26,23
469,board,depend_on,104,11
470,land,stand,145,12
471,male_child,play,127,22
472,back,see,256,34
473,man,look,17,3
474,bathroom,stand,257,12
475,telephone,look,19,3
476,sofa,lie,28,45
477,airplane,look,72,3
478,boat,depend_on,59,11
479,raft,paddle,258,96
480,ski,stand,80,12
481,snowboard,transport,259,0
482,blender,use,260,4
483,plant,stand,261,12
484,airport,stand,221,12
485,baggage_claim,stand,262,12
486,sweater,transport,263,0
487,base,sit,125,2
488,laptop,look,46,3
489,rug,stand,264,12
490,hair,brown,120,97
491,ladder,stand,265,12
492,keyboard,play,266,22
493,keyboard,stand,266,12
494,hotdog,eat,267,47
495,food,tend,168,40
496,baby,transport,268,0
497,hand,sit,20,2
498,board,stand,104,12
499,snow,sit,124,2
500,case,look,54,3
501,baggage,pull,157,58
502,pizza,reduce,248,91
503,knife,use,269,4
504,umbrella,put,12,32
505,beach,sit,224,2
506,water_faucet,tend,270,40
507,bus,drive,68,20
508,bird,show,218,88
509,skateboarder,look,271,3
510,skateboard,tend,249,40
511,hair,reduce,120,91
512,dog,pet,42,98
513,dog,watch,42,23
514,bag,walk,14,7
515,bus_stop,sit,272,2
516,fire,tend,231,40
517,food,fix,168,60
518,bicycle,sit,26,2
519,bowl,eat,273,47
520,motorcycle,put,15,32
521,mountain,stand,178,12
522,pizza,eat,248,47
523,cat,transport,274,0
524,truck,sit,96,2
525,frisbee,play,275,22
526,screen,sleep,204,89
527,child,brush,65,99
528,fabric,transport,276,0
529,tooth,show,277,88
530,kitchen,play,278,22
531,drum,reach,150,35
532,grill,stand,279,12
533,hand,raise,20,100
534,snow,descend,124,101
535,cow,walk,280,7
536,fence,sit,250,2
537,dress,walk,161,7
538,glass,float,281,63
539,box,stand,253,12
540,wheel,use,282,4
541,beach,walk,224,7
542,motorcycle,stand,15,12
543,bleacher,watch,283,23
544,motorcycle,look,15,3
545,vegetable,sell,284,102
546,person,pay,162,103
547,person,put,162,32
548,bed,put,285,32
549,man,refer,17,46
550,hat,stand,286,12
551,picture,put,112,32
552,kitchen,sit,278,2
553,hair,brush,120,99
554,face,make,193,15
555,stool,sit,109,2
556,child,stand,65,12
557,cake,eat,243,47
558,sun,watch,287,23
559,boot,walk,288,7
560,dryer,use,289,4
561,brush,use,290,4
562,skateboarder,watch,271,23
563,raft,sit,258,2
564,elephant,give,233,104
565,horse,lead,141,78
566,tennis_match,watch,291,23
567,person,watch,162,23
568,bat,swing,234,76
569,tent,stand,292,12
570,trick,perform,293,105
571,baseball,reach,238,35
572,kite,sit,217,2
573,air,jump,294,106
574,sand,play,246,22
575,hand,refer,20,46
576,laptop,work,46,1
577,person,refer,162,46
578,kitchen,stand,278,12
579,birdcage,stand,295,12
580,tennis_ball,discard,237,107
581,arm,raise,198,100
582,frisbee,pick,275,108
583,water_faucet,visualize,270,109
584,board,put,104,32
585,game,watch,251,23
586,platform,stand,296,12
587,pole,stand,297,12
588,bus,achieve,68,69
589,bus,fix,68,60
590,shirt,deprive,210,110
591,train,drive,21,20
592,overpass,walk,298,7
593,food,buy,168,111
594,sheep,herd,299,112
595,sheep,refer,299,46
596,topographic_point,look,300,3
597,table,achieve,30,69
598,van,tend,45,40
599,food,chew,168,113
600,phase,perform,301,105
601,racket,swing,302,76
602,girl,teach,303,114
603,baseball,watch,238,23
604,snowboard,depend_on,259,11
605,person,tend,162,40
606,shop,stand,63,12
607,bag,stand,14,12
608,railing,sit,147,2
609,pizza,make,248,15
610,pizza,fix,248,60
611,man,front,17,26
612,bull,stand,304,12
613,contest,watch,305,23
614,notebook,write,306,115
615,camera,function,177,116
616,child,raise,65,100
617,girl,stand,303,12
618,girl,show,303,88
619,teddy,look,307,3
620,festival,stand,308,12
621,knee,show,222,88
622,streetcar,stand,309,12
623,streetcar,sit,309,2
624,beard,sit,189,2
625,boat,get_down,59,42
626,land,look,145,3
627,buggy,depend_on,310,11
628,person,snog,162,117
629,sphere,stand,311,12
630,boat,drive,59,20
631,set,watch,312,23
632,finger,indicate,313,5
633,hand,applaud,20,118
634,railing,stand,147,12
635,cyclist,depend_on,314,11
636,field,sit,315,2
637,sign,put,79,32
638,sand,sit,246,2
639,chair,put,4,32
640,bus_stop,wait,272,14
641,tube,transport,316,0
642,trunk,refer,317,46
643,elephant,sit,233,2
644,water,play,75,22
645,baby_buggy,push,318,6
646,arm,stay,198,90
647,kitchen,cook,278,93
648,plate,achieve,319,69
649,backpack,sit,0,2
650,object,stand,320,12
651,phonograph_record,hold,321,30
652,frisbee,get_down,275,42
653,umbrella,sit,12,2
654,fruit,sell,322,102
655,cab,acclaim,323,119
656,skateboard,transport,249,0
657,arm,cancel,198,120
658,banana,sit,324,2
659,street,look,10,3
660,market,talk,325,16
661,boat,front,59,26
662,cardboard,look,326,3
663,jean,stand,327,12
664,sign,read,79,13
665,bed,sit,285,2
666,ribbon,reduce,328,91
667,fish,reduce,329,91
668,bear,stand,330,12
669,toe,stand,331,12
670,arm,sit,198,2
671,food,cook,168,93
672,wedding,sit,332,2
673,path,stand,333,12
674,cellular_telephone,talk,240,16
675,moped,drive,334,20
676,crossing,traverse,44,10
677,platform,run,296,33
678,land,stretch,145,121
679,candle,float,335,63
680,chopstick,use,336,4
681,pair,use,337,4
682,set,eat,312,47
683,chopstick,eat,336,47
684,wine,pour,338,122
685,sidewalk,put,7,32
686,sidewalk,lie,7,45
687,tongue,stay,220,90
688,cash_register,work,339,1
689,dugout,stand,340,12
690,arm,walk,198,7
691,cast,reduce,341,91
692,subway_train,stand,342,12
693,pole,tend,297,40
694,metro,wait,22,14
695,bag,stand,14,12
696,bus_stop,stand,272,12
697,bridge,tend,107,40
698,metro,depend_on,22,11
699,person,sit,162,2
700,theater,sit,343,2
701,parking,walk,344,7
702,fence,stand,250,12
703,measure,stand,37,12
704,wagon,sit,345,2
705,wagon,drive,345,20
706,wagon,depend_on,345,11
707,background,stand,346,12
708,firework,watch,347,23
709,skateboard,catch,249,72
710,bottle,drink,156,70
711,cellular_telephone,smile,240,123
712,skateboard,make,249,15
713,sidewalk,watch,7,23
714,screen,pull,204,58
715,lake,gather,214,29
716,motorcycle,lie,15,45
717,mirror,stand,171,12
718,boat,function,59,116
719,child,walk,65,7
720,bat,sign,234,124
721,ramp,walk,348,7
722,frisbee,hold,275,30
723,track,walk,349,7
724,background,sit,346,2
725,sack,hang,350,125
726,ball,wait,100,14
727,mirror,see,171,34
728,mirror,necessitate,171,65
729,pizza,achieve,248,69
730,note,foreground,351,126
731,paper,indicate,142,5
732,salad,discard,352,107
733,rain,walk,353,7
734,traffic,look,354,3
735,window,stand,70,12
736,lady,look,355,3
737,path,front,333,26
738,cake,look,243,3
739,basketball,play,356,22
740,beach,put,224,32
741,sweater,sit,263,2
742,ball,bounce,100,127
743,snow,walk,124,7
744,snow,make,124,15
745,window,seat,70,25
746,jacket,put,82,32
747,skateboard,watch,249,23
748,sandwich,eat,357,47
749,court,stand,186,12
750,base,watch,125,23
751,spectacles,win,77,128
752,restaurant,enter,52,18
753,arm,stretch,198,121
754,field,walk,315,7
755,soccer,play,358,22
756,microphone,talk,359,16
757,fire_engine,stand,360,12
758,microphone,sing,359,44
759,coat,walk,232,7
760,background,look,346,3
761,statue,tend,146,40
762,giraffe,feed,361,80
763,short_pants,watch,362,23
764,boat,watch,59,23
765,elephant,refer,233,46
766,pizza,slit,248,92
767,skateboard,walk,249,7
768,wall,walk,95,7
769,cake,serve,243,129
770,tennis_racket,use,363,4
771,nail,trot,364,130
772,ball,watch,100,23
773,object,brace,320,131
774,bicycle,lead,26,78
775,outside,play,71,22
776,hand,eat,20,47
777,trick,make,293,15
778,neck,refer,365,46
779,bathroom,look,257,3
780,rider,detect,366,132
781,rider,necessitate,366,65
782,rider,watch,366,23
783,horse,watch,141,23
784,horse,detect,141,132
785,cat,play,274,22
786,bed,lie,285,45
787,cat,rub,274,133
788,window,clean,70,134
789,airplane,clean,72,134
790,windshield,clean,367,134
791,fifteen,total,368,135
792,water,put,75,32
793,hill,stand,213,12
794,nose,punch,175,136
795,wave,depend_on,369,11
796,surfboard,grip,97,137
797,girl,transport,303,0
798,billboard,walk,370,7
799,leg,traverse,371,10
800,hat,man,286,138
801,dog,eat,42,47
802,telephone,play,19,22
803,gusto,put,372,32
804,saddle,transport,192,0
805,pot,raise,373,100
806,ball,contend,100,139
807,block,make,103,15
808,field,stand,315,12
809,beach,leave,224,24
810,cigarette,smoke,374,140
811,cigarette,burn,374,141
812,magazine,read,375,13
813,window,watch,70,23
814,aisle,stand,376,12
815,baseball,hold,238,30
816,frisbee,watch,275,23
817,frisbee,watch,275,23
818,hand,beckon,20,142
819,train,confront,21,9
820,train,leave,21,24
821,train,enter,21,18
822,train,walk,21,7
823,train,get_down,21,42
824,platform,walk,296,7
825,frisbee,refer,275,46
826,snowboard,put,259,32
827,balcony,watch,182,23
828,coastline,walk,377,7
829,bus,look,68,3
830,bus,watch,68,23
831,mirror,photograph,171,143
832,contemplation,photograph,378,143
833,animal,watch,132,23
834,baggage,transport,157,0
835,train,board,21,144
836,baseball_bat,swing,379,76
837,beverage,drink,380,70
838,drink,drink,48,70
839,man,help,17,48
840,table,sign,30,124
841,table,bend,30,79
842,station,sit,381,2
843,door,open,179,145
844,truck,open,96,145
845,electric_refrigerator,refer,382,46
846,snowboard,use,259,4
847,fruit,transport,322,0
848,downhill,become,383,19
849,woman,embrace,27,146
850,tractor,sit,384,2
851,sky,look,385,3
852,kite,look,217,3
853,face,refer,193,46
854,pot,wash,373,147
855,sink,stand,386,12
856,splash,make,387,15
857,dolphin,stand,388,12
858,dolphin,depend_on,388,11
859,splash,make,387,15
860,bus,board,68,144
861,stick,swing,228,76
862,dog,play,42,22
863,thumb,solve,389,148
864,thumb,absorb,389,149
865,ring,eat,390,47
866,tennis_ball,reach,237,35
867,ponytail,sport,391,62
868,dog,look,42,3
869,foot,raise,392,100
870,skateboarder,walk,271,7
871,step,descend,36,101
872,kite,pull,217,58
873,match,watch,393,23
874,stadium,play,394,22
875,battalion,transport,395,0
876,mountain,look,178,3
877,tool,use,396,4
878,motorcycle,love,15,150
879,headlight,use,397,4
880,cheese,put,398,32
881,spoon,use,399,4
882,cheese,catch,398,72
883,cheese,achieve,398,69
884,poster,transport,400,0
885,race,watch,401,23
886,tree,put,139,32
887,bag,look,14,3
888,umbrella,stand,12,12
889,bicycle,look,26,3
890,person,gesticulate,162,151
891,over,bend,402,79
892,bus,wait,68,14
893,car,be,16,152
894,bicycle,rid,26,153
895,snowboarder,watch,403,23
896,car,front,16,26
897,meter,pay,404,103
898,meter,use,404,4
899,lift,leave,405,24
900,computer_monitor,look,406,3
901,eye,shield,219,154
902,water,walk,75,7
903,parade,watch,407,23
904,fusillade,fix,408,60
905,area,enter,197,18
906,area,watch,197,23
907,fence,happen,250,57
908,foot,publicize,392,155
909,rope,tie,409,156
910,air,fly,294,77
911,person,leave,162,24
912,ski,use,80,4
913,flower,arrange,410,157
914,petal,put,411,32
915,vase,fill,412,158
916,petal,arrange,411,157
917,woman,stop,27,159
918,surfboard,walk,97,7
919,person,talk,162,16
920,girl,watch,303,23
921,ski,depend_on,80,11
922,sport,participate,413,160
923,outdoors,practice,414,161
924,handlebar,grip,415,137
925,spectacles,brown,77,97
926,ball,serve,100,129
927,bear,refer,330,46
928,airplane,inspect,72,162
929,outside,sit,71,2
930,dessert,eat,416,47
931,streetcar,drive,309,20
932,mouth,feed,417,80
933,necktie,put,418,32
934,necktie,fix,418,60
935,necktie,tie,418,156
936,toilet,sit,419,2
937,elephant,lead,233,78
938,elephant,leave,233,24
939,ski_tow,sit,247,2
940,tennis_racket,swing,363,76
941,glass,necessitate,281,65
942,bicycle,see,26,34
943,picture,kneel,112,163
944,path,run,333,33
945,raft,water,258,164
946,shoe,transport,184,0
947,girl,contend,303,139
948,kite,use,217,4
949,motorcycle,stay,15,90
950,motorcycle,tend,15,40
951,bag,transport,14,0
952,telephone,use,19,4
953,tooth,brush,277,99
954,toothbrush,use,420,4
955,slope,become,421,19
956,water,depend_on,75,11
957,baggage,wait,157,14
958,straw,absorb,422,149
959,bag,walk,14,7
960,cyclist,stand,314,12
961,cyclist,drive,314,20
962,cattle,herd,423,112
963,cattle,watch,423,23
964,kite,refer,217,46
965,beach,stand,224,12
966,racket,use,302,4
967,court,play,186,22
968,internet,see,76,34
969,girl,play,303,22
970,slope,look,421,3
971,bag,pull,14,58
972,bandage,put,424,32
973,bandage,wind,424,41
974,bandage,tie,424,156
975,elephant,fix,233,60
976,grass,play,93,22
977,frisbee,achieve,275,69
978,motorcycle,use,15,4
979,motorcycle,function,15,116
980,base,run,125,33
981,base,get_down,125,42
982,lip,bite,425,81
983,television,confront,426,9
984,curb,sit,427,2
985,tennis_player,stand,428,12
986,chicken,transport,429,0
987,rope,suspend,409,165
988,sand,stand,246,12
989,accountant,play,430,22
990,tooth,clean,277,134
991,clipboard,look,431,3
992,five,give,432,104
993,skateboard,use,249,4
994,camera,use,177,4
995,kite,stand,217,12
996,airplane,board,72,144
997,kite,see,217,34
998,hand,wash,20,147
999,bleacher,sit,283,2
1000,male_child,compliment,127,166
1001,male_child,watch,127,23
1002,plaything,play,433,22
1003,hand,swing,20,76
1004,straw,drink,422,70
1005,carrot,reduce,434,91
1006,carrot,chop,434,167
1007,sled,pull,435,58
1008,sled,use,435,4
1009,sled,push,435,6
1010,knee,raise,222,100
1011,grass,run,93,33
1012,leg,raise,371,100
1013,arm,run,198,33
1014,baseball,miss,238,168
1015,passenger_car,drive,38,20
1016,river,become,436,19
1017,snow,play,124,22
1018,cake,wait,243,14
1019,cow,be,280,152
1020,cow,chase,280,169
1021,hayfield,walk,437,7
1022,stick,transport,228,0
1023,bottle,feed,156,80
1024,shave,necessitate,438,65
1025,horse,pet,141,98
1026,horse,refer,141,46
1027,nose,pet,175,98
1028,girl,sit,303,2
1029,utensil,achieve,439,69
1030,photograph,necessitate,5,65
1031,platform,wait,296,14
1032,doughnut,eat,201,47
1033,dainty,eat,440,47
1034,bus,load,68,170
1035,clown,talk,441,16
1036,part,depart,442,171
1037,sidewalk,run,7,33
1038,mother,talk,443,16
1039,ocean,enjoy,9,21
1040,board,look,104,3
1041,heel,walk,444,7
1042,ball,play,100,22
1043,player,happen,235,57
1044,court,use,186,4
1045,background,walk,346,7
1046,train,watch,21,23
1047,arm,miss,198,168
1048,eye,wipe,219,172
1049,person,guard,162,173
1050,floor,run,136,33
1051,person,fight,162,174
1052,cell,look,445,3
1053,cow,watch,280,23
1054,hand,use,20,4
1055,manner,sit,446,2
1056,stunt,make,447,15
1057,snow,kneel,124,163
1058,elephant,tend,233,40
1059,shore,stand,448,12
1060,wave,watch,369,23
1061,vehicle,drive,115,20
1062,pen,write,449,115
1063,stadium,sit,394,2
1064,mark,keep,450,175
1065,car,repair,16,176
1066,woman,caress,27,177
1067,lip,smack,425,178
1068,mound,look,451,3
1069,plaza,walk,81,7
1070,garden,stand,452,12
1071,thumb,give,389,104
1072,cart,depend_on,66,11
1073,surfboard,use,97,4
1074,street,leave,10,24
1075,telephone_pole,stand,453,12
1076,tooth,front,277,26
1077,presentation,watch,454,23
1078,hat,hat,286,179
1079,short_pants,pull,362,58
1080,boat,row,59,180
1081,tube,sit,316,2
1082,water,step,75,53
1083,man,confront,17,9
1084,oar,use,455,4
1085,pouch,transport,456,0
1086,hair,color,120,181
1087,cheese,eat,398,47
1088,food,choose,168,182
1089,line,wait,208,14
1090,night,travel,457,66
1091,pole,use,297,4
1092,ocean,walk,9,7
1093,surfboard,refer,97,46
1094,wave,front,369,26
1095,screen,front,204,26
1096,bag,use,14,4
1097,short_pants,blacken,362,36
1098,wheelchair,depend_on,131,11
1099,artwork,look,458,3
1100,door,enter,179,18
1101,cowboy,watch,459,23
1102,water,traverse,75,10
1103,arm,lower,198,183
1104,desk,tend,2,40
1105,arm,close_up,198,184
1106,ring,bite,390,81
1107,car,eat,16,47
1108,car,drink,16,70
1109,bottle,open,156,145
1110,soccer_ball,complain,460,95
1111,soccer,watch,358,23
1112,food,make,168,15
1113,crepe,make,461,15
1114,food,close_up,168,184
1115,food,raise,168,100
1116,cake,admire,243,185
1117,table,crouch,30,51
1118,carrot,give,434,104
1119,elephant,look,233,3
1120,chump,catch,462,72
1121,competition,watch,463,23
