179,mat,tend
180,bus,walk
181,bus,sit
182,bus,enter
183,table,look
184,choir,sing
185,toolbox,stand
186,snow,lie
187,counter,tend
188,base,stand
189,shopping_cart,push
190,male_child,refer
191,table,put
192,sheet,traverse
193,skeleton,indicate
194,base,sit
195,water,sit
196,man,talk
197,room,talk
198,snow,stand
199,lunch,eat
200,wheelchair,sit
201,animal,help
202,outhouse,watch
203,outhouse,peer
204,lemon,work
205,lemon,classify
206,dais,stand
207,book,transport
208,floor,stand
209,train,stand
210,seat,sit
211,pool,stand
212,tree,sit
213,tree,stand
214,stream,crouch
215,horse,depend_on
216,crowd,stand
217,paper,read
218,street,sit
219,group,sit
220,shrub,walk
221,land,sit
222,statue,look
223,statue,stand
224,woman,stand
225,railing,tend
226,step,close
227,stairway,use
228,guitar,play
229,drum,play
230,gun,indicate
231,beer,use
232,mouse,use
233,hallway,stand
234,hair,refer
235,cup,transport
236,bottle,transport
237,road,close
238,building,sit
239,car,get_down
240,baggage,haul
241,baggage,roll
242,sidewalk,traverse
243,briefcase,transport
244,sidewalk,step
245,hole,grok
246,shovel,use
247,motorcycle,drive
248,truck,drop
249,truck,stand
250,motorcycle,sit
251,dress,stand
252,male_child,walk
253,person,stand
254,bag,carry
255,scarf,transport
256,bag,blacken
257,barrier,walk
258,car,happen
259,bag,pull
260,row,sit
261,child,push
262,restaurant,sit
263,arch,walk
264,church,walk
265,park,sit
266,people,walk
267,food,order
268,food,eat
269,friend,eat
270,city,roll
271,table,fix
272,group,stand
273,way,stand
274,mirror,chew_over
275,bun,sport
276,building,tend
277,bag,sit
278,entrance,stand
279,cathedral,front
280,nose,float
281,dog,wake_up
282,bag,get_down
283,wallet,transport
284,window,chew_over
285,camera,necessitate
286,street,travel
287,umbrella,walk
288,pavement,stand
289,person,walk
290,mountain,walk
291,floor,sit
292,door,sit
293,measure,walk
294,door,stand
295,grass,sit
296,dock,stand
297,rock,stand
298,rock,walk
299,lamp,sit
300,bus,stand
301,balcony,sit
302,road,stand
303,bicycle,walk
304,grass,walk
305,cart,push
306,median,stand
307,shoe,sit
308,grass,put
309,people,talk
310,quadriceps,walk
311,court,walk
312,plaza,walk
313,doorway,stand
314,man,push
315,wheelchair,push
316,bench,stand
317,van,stand
318,hair,sport
319,mustache,turn
320,wall,stand
321,beard,turn
322,smile,try
323,house,walk
324,camera,look
325,camera,put
326,hair,comb
327,hand,leave
328,cup,achieve
329,horse,sit
330,saddle,sit
331,face,traverse
332,cup,drink
333,picture,necessitate
334,porch,sweep
335,cement,walk
336,wire,work
337,area,sit
338,arm,traverse
339,violin,play
340,instrument,play
341,court,stand
342,doughnut,catch
343,tongs,catch
344,pool,play
345,inside,stand
346,screen,look
347,class,arrive
348,measure,approach
349,casino,stand
350,building,look
351,elevator,stand
352,wall,tend
353,line,stand
354,booth,analyze
355,booth,stand
356,screen,refer
357,child,look
358,car,look
359,land,walk
360,shirt,sit
361,train,look
362,barroom,sit
363,register,stand
364,hill,depend_on
365,boat,sit
366,lake,walk
367,shop,work
368,isle,walk
369,step,put
370,van,sit
371,outside,walk
372,outside,stand
373,tree,walk
374,fork,use
375,railing,walk
376,boat,close
377,ball,swing
378,kite,fly
379,kite,lead
380,kite,watch
381,stroller,bend
382,bird,feed
383,eye,close
384,ocean,look
385,tongue,bite
386,male_child,talk
387,hill,become
388,laptop,sit
389,laptop,star
390,airport,sit
391,train,die
392,parachute,associate
393,knee,bend
394,sea,run
395,sea,step
396,beach,play
397,baker,necessitate
398,stove,look
399,bread,bake
400,item,juggle
401,stick,juggle
402,baton,juggle
403,apple,juggle
404,fire,juggle
405,apple,bite
406,umbrella,share
407,umbrella,use
408,hand,show
409,hair,show
410,coat,sleep
411,surfboard,depend_on
412,bus,get_down
413,elephant,feed
414,elephant,watch
415,bat,use
416,player,watch
417,ball,reach
418,tennis_court,stand
419,tennis_ball,look
420,baseball,play
421,ball,look
422,ball,hold
423,park,play
424,male_child,stand
425,ocean,stand
426,paddle,transport
427,surfboard,stand
428,surfboard,put
429,apple,hold
430,cellular_telephone,look
431,cellular_telephone,use
432,cellular_telephone,see
433,cellular_telephone,play
434,basket,transport
435,head,stay
436,dinghy,depend_on
437,elephant,help
438,cake,reduce
439,cake,slit
440,sign,stand
441,down,look
442,board,use
443,pastry,eat
444,sand,put
445,sand,walk
446,ski_tow,depend_on
447,pizza,cook
448,skateboard,stand
449,skateboard,depend_on
450,tennis,watch
451,kite,play
452,eye,shade
453,fence,tend
454,bench,lie
455,backpack,use
456,game,play
457,soup,eat
458,box,transport
459,ball,complain
460,water_scooter,depend_on
461,elephant,depend_on
462,booth,tend
463,inch,walk
464,bicycle,put
465,bicycle,push
466,bicycle,use
467,bicycle,travel
468,bicycle,watch
469,board,depend_on
470,land,stand
471,male_child,play
472,back,see
473,man,look
474,bathroom,stand
475,telephone,look
476,sofa,lie
477,airplane,look
478,boat,depend_on
479,raft,paddle
480,ski,stand
481,snowboard,transport
482,blender,use
483,plant,stand
484,airport,stand
485,baggage_claim,stand
486,sweater,transport
487,base,sit
488,laptop,look
489,rug,stand
490,hair,brown
491,ladder,stand
492,keyboard,play
493,keyboard,stand
494,hotdog,eat
495,food,tend
496,baby,transport
497,hand,sit
498,board,stand
499,snow,sit
500,case,look
501,baggage,pull
502,pizza,reduce
503,knife,use
504,umbrella,put
505,beach,sit
506,water_faucet,tend
507,bus,drive
508,bird,show
509,skateboarder,look
510,skateboard,tend
511,hair,reduce
512,dog,pet
513,dog,watch
514,bag,walk
515,bus_stop,sit
516,fire,tend
517,food,fix
518,bicycle,sit
519,bowl,eat
520,motorcycle,put
521,mountain,stand
522,pizza,eat
523,cat,transport
524,truck,sit
525,frisbee,play
526,screen,sleep
527,child,brush
528,fabric,transport
529,tooth,show
530,kitchen,play
531,drum,reach
532,grill,stand
533,hand,raise
534,snow,descend
535,cow,walk
536,fence,sit
537,dress,walk
538,glass,float
539,box,stand
540,wheel,use
541,beach,walk
542,motorcycle,stand
543,bleacher,watch
544,motorcycle,look
545,vegetable,sell
546,person,pay
547,person,put
548,bed,put
549,man,refer
550,hat,stand
551,picture,put
552,kitchen,sit
553,hair,brush
554,face,make
555,stool,sit
556,child,stand
557,cake,eat
558,sun,watch
559,boot,walk
560,dryer,use
561,brush,use
562,skateboarder,watch
563,raft,sit
564,elephant,give
565,horse,lead
566,tennis_match,watch
567,person,watch
568,bat,swing
569,tent,stand
570,trick,perform
571,baseball,reach
572,kite,sit
573,air,jump
574,sand,play
575,hand,refer
576,laptop,work
577,person,refer
578,kitchen,stand
579,birdcage,stand
580,tennis_ball,discard
581,arm,raise
582,frisbee,pick
583,water_faucet,visualize
584,board,put
585,game,watch
586,platform,stand
587,pole,stand
588,bus,achieve
589,bus,fix
590,shirt,deprive
591,train,drive
592,overpass,walk
593,food,buy
594,sheep,herd
595,sheep,refer
596,topographic_point,look
597,table,achieve
598,van,tend
599,food,chew
600,phase,perform
601,racket,swing
602,girl,teach
603,baseball,watch
604,snowboard,depend_on
605,person,tend
606,shop,stand
607,bag,stand
608,railing,sit
609,pizza,make
610,pizza,fix
611,man,front
612,bull,stand
613,contest,watch
614,notebook,write
615,camera,function
616,child,raise
617,girl,stand
618,girl,show
619,teddy,look
620,festival,stand
621,knee,show
622,streetcar,stand
623,streetcar,sit
624,beard,sit
625,boat,get_down
626,land,look
627,buggy,depend_on
628,person,snog
629,sphere,stand
630,boat,drive
631,set,watch
632,finger,indicate
633,hand,applaud
634,railing,stand
635,cyclist,depend_on
636,field,sit
637,sign,put
638,sand,sit
639,chair,put
640,bus_stop,wait
641,tube,transport
642,trunk,refer
643,elephant,sit
644,water,play
645,baby_buggy,push
646,arm,stay
647,kitchen,cook
648,plate,achieve
649,backpack,sit
650,object,stand
651,phonograph_record,hold
652,frisbee,get_down
653,umbrella,sit
654,fruit,sell
655,cab,acclaim
656,skateboard,transport
657,arm,cancel
658,banana,sit
659,street,look
660,market,talk
661,boat,front
662,cardboard,look
663,jean,stand
664,sign,read
665,bed,sit
666,ribbon,reduce
667,fish,reduce
668,bear,stand
669,toe,stand
670,arm,sit
671,food,cook
672,wedding,sit
673,path,stand
674,cellular_telephone,talk
675,moped,drive
676,crossing,traverse
677,platform,run
678,land,stretch
679,candle,float
680,chopstick,use
681,pair,use
682,set,eat
683,chopstick,eat
684,wine,pour
685,sidewalk,put
686,sidewalk,lie
687,tongue,stay
688,cash_register,work
689,dugout,stand
690,arm,walk
691,cast,reduce
692,subway_train,stand
693,pole,tend
694,metro,wait
695,bag,stand
696,bus_stop,stand
697,bridge,tend
698,metro,depend_on
699,person,sit
700,theater,sit
701,parking,walk
702,fence,stand
703,measure,stand
704,wagon,sit
705,wagon,drive
706,wagon,depend_on
707,background,stand
708,firework,watch
709,skateboard,catch
710,bottle,drink
711,cellular_telephone,smile
712,skateboard,make
713,sidewalk,watch
714,screen,pull
715,lake,gather
716,motorcycle,lie
717,mirror,stand
718,boat,function
719,child,walk
720,bat,sign
721,ramp,walk
722,frisbee,hold
723,track,walk
724,background,sit
725,sack,hang
726,ball,wait
727,mirror,see
728,mirror,necessitate
729,pizza,achieve
730,note,foreground
731,paper,indicate
732,salad,discard
733,rain,walk
734,traffic,look
735,window,stand
736,lady,look
737,path,front
738,cake,look
739,basketball,play
740,beach,put
741,sweater,sit
742,ball,bounce
743,snow,walk
744,snow,make
745,window,seat
746,jacket,put
747,skateboard,watch
748,sandwich,eat
749,court,stand
750,base,watch
751,spectacles,win
752,restaurant,enter
753,arm,stretch
754,field,walk
755,soccer,play
756,microphone,talk
757,fire_engine,stand
758,microphone,sing
759,coat,walk
760,background,look
761,statue,tend
762,giraffe,feed
763,short_pants,watch
764,boat,watch
765,elephant,refer
766,pizza,slit
767,skateboard,walk
768,wall,walk
769,cake,serve
770,tennis_racket,use
771,nail,trot
772,ball,watch
773,object,brace
774,bicycle,lead
775,outside,play
776,hand,eat
777,trick,make
778,neck,refer
779,bathroom,look
780,rider,detect
781,rider,necessitate
782,rider,watch
783,horse,watch
784,horse,detect
785,cat,play
786,bed,lie
787,cat,rub
788,window,clean
789,airplane,clean
790,windshield,clean
791,fifteen,total
792,water,put
793,hill,stand
794,nose,punch
795,wave,depend_on
796,surfboard,grip
797,girl,transport
798,billboard,walk
799,leg,traverse
800,hat,man
801,dog,eat
802,telephone,play
803,gusto,put
804,saddle,transport
805,pot,raise
806,ball,contend
807,block,make
808,field,stand
809,beach,leave
810,cigarette,smoke
811,cigarette,burn
812,magazine,read
813,window,watch
814,aisle,stand
815,baseball,hold
816,frisbee,watch
817,frisbee,watch
818,hand,beckon
819,train,confront
820,train,leave
821,train,enter
822,train,walk
823,train,get_down
824,platform,walk
825,frisbee,refer
826,snowboard,put
827,balcony,watch
828,coastline,walk
829,bus,look
830,bus,watch
831,mirror,photograph
832,contemplation,photograph
833,animal,watch
834,baggage,transport
835,train,board
836,baseball_bat,swing
837,beverage,drink
838,drink,drink
839,man,help
840,table,sign
841,table,bend
842,station,sit
843,door,open
844,truck,open
845,electric_refrigerator,refer
846,snowboard,use
847,fruit,transport
848,downhill,become
849,woman,embrace
850,tractor,sit
851,sky,look
852,kite,look
853,face,refer
854,pot,wash
855,sink,stand
856,splash,make
857,dolphin,stand
858,dolphin,depend_on
859,splash,make
860,bus,board
861,stick,swing
862,dog,play
863,thumb,solve
864,thumb,absorb
865,ring,eat
866,tennis_ball,reach
867,ponytail,sport
868,dog,look
869,foot,raise
870,skateboarder,walk
871,step,descend
872,kite,pull
873,match,watch
874,stadium,play
875,battalion,transport
876,mountain,look
877,tool,use
878,motorcycle,love
879,headlight,use
880,cheese,put
881,spoon,use
882,cheese,catch
883,cheese,achieve
884,poster,transport
885,race,watch
886,tree,put
887,bag,look
888,umbrella,stand
889,bicycle,look
890,person,gesticulate
891,over,bend
892,bus,wait
893,car,be
894,bicycle,rid
895,snowboarder,watch
896,car,front
897,meter,pay
898,meter,use
899,lift,leave
900,computer_monitor,look
901,eye,shield
902,water,walk
903,parade,watch
904,fusillade,fix
905,area,enter
906,area,watch
907,fence,happen
908,foot,publicize
909,rope,tie
910,air,fly
911,person,leave
912,ski,use
913,flower,arrange
914,petal,put
915,vase,fill
916,petal,arrange
917,woman,stop
918,surfboard,walk
919,person,talk
920,girl,watch
921,ski,depend_on
922,sport,participate
923,outdoors,practice
924,handlebar,grip
925,spectacles,brown
926,ball,serve
927,bear,refer
928,airplane,inspect
929,outside,sit
930,dessert,eat
931,streetcar,drive
932,mouth,feed
933,necktie,put
934,necktie,fix
935,necktie,tie
936,toilet,sit
937,elephant,lead
938,elephant,leave
939,ski_tow,sit
940,tennis_racket,swing
941,glass,necessitate
942,bicycle,see
943,picture,kneel
944,path,run
945,raft,water
946,shoe,transport
947,girl,contend
948,kite,use
949,motorcycle,stay
950,motorcycle,tend
951,bag,transport
952,telephone,use
953,tooth,brush
954,toothbrush,use
955,slope,become
956,water,depend_on
957,baggage,wait
958,straw,absorb
959,bag,walk
960,cyclist,stand
961,cyclist,drive
962,cattle,herd
963,cattle,watch
964,kite,refer
965,beach,stand
966,racket,use
967,court,play
968,internet,see
969,girl,play
970,slope,look
971,bag,pull
972,bandage,put
973,bandage,wind
974,bandage,tie
975,elephant,fix
976,grass,play
977,frisbee,achieve
978,motorcycle,use
979,motorcycle,function
980,base,run
981,base,get_down
982,lip,bite
983,television,confront
984,curb,sit
985,tennis_player,stand
986,chicken,transport
987,rope,suspend
988,sand,stand
989,accountant,play
990,tooth,clean
991,clipboard,look
992,five,give
993,skateboard,use
994,camera,use
995,kite,stand
996,airplane,board
997,kite,see
998,hand,wash
999,bleacher,sit
1000,male_child,compliment
1001,male_child,watch
1002,plaything,play
1003,hand,swing
1004,straw,drink
1005,carrot,reduce
1006,carrot,chop
1007,sled,pull
1008,sled,use
1009,sled,push
1010,knee,raise
1011,grass,run
1012,leg,raise
1013,arm,run
1014,baseball,miss
1015,passenger_car,drive
1016,river,become
1017,snow,play
1018,cake,wait
1019,cow,be
1020,cow,chase
1021,hayfield,walk
1022,stick,transport
1023,bottle,feed
1024,shave,necessitate
1025,horse,pet
1026,horse,refer
1027,nose,pet
1028,girl,sit
1029,utensil,achieve
1030,photograph,necessitate
1031,platform,wait
1032,doughnut,eat
1033,dainty,eat
1034,bus,load
1035,clown,talk
1036,part,depart
1037,sidewalk,run
1038,mother,talk
1039,ocean,enjoy
1040,board,look
1041,heel,walk
1042,ball,play
1043,player,happen
1044,court,use
1045,background,walk
1046,train,watch
1047,arm,miss
1048,eye,wipe
1049,person,guard
1050,floor,run
1051,person,fight
1052,cell,look
1053,cow,watch
1054,hand,use
1055,manner,sit
1056,stunt,make
1057,snow,kneel
1058,elephant,tend
1059,shore,stand
1060,wave,watch
1061,vehicle,drive
1062,pen,write
1063,stadium,sit
1064,mark,keep
1065,car,repair
1066,woman,caress
1067,lip,smack
1068,mound,look
1069,plaza,walk
1070,garden,stand
1071,thumb,give
1072,cart,depend_on
1073,surfboard,use
1074,street,leave
1075,telephone_pole,stand
1076,tooth,front
1077,presentation,watch
1078,hat,hat
1079,short_pants,pull
1080,boat,row
1081,tube,sit
1082,water,step
1083,man,confront
1084,oar,use
1085,pouch,transport
1086,hair,color
1087,cheese,eat
1088,food,choose
1089,line,wait
1090,night,travel
1091,pole,use
1092,ocean,walk
1093,surfboard,refer
1094,wave,front
1095,screen,front
1096,bag,use
1097,short_pants,blacken
1098,wheelchair,depend_on
1099,artwork,look
1100,door,enter
1101,cowboy,watch
1102,water,traverse
1103,arm,lower
1104,desk,tend
1105,arm,close_up
1106,ring,bite
1107,car,eat
1108,car,drink
1109,bottle,open
1110,soccer_ball,complain
1111,soccer,watch
1112,food,make
1113,crepe,make
1114,food,close_up
1115,food,raise
1116,cake,admire
1117,table,crouch
1118,carrot,give
1119,elephant,look
1120,chump,catch
1121,competition,watch
1122,people,watch
1123,sandwich,look
1124,bird,walk
1125,truck,drive
1126,flag,stand
1127,beach,enjoy
1128,cow,milk
1129,mountain,become
1130,food,relax
1131,water,enjoy
1132,tennis_racket,raise
1133,skateboard,grip
1134,skateboard,lose
1135,friend,watch
1136,position,admire
1137,refrigerator,look
1138,person,jump
1139,sand,lie
1140,hand,bend
1141,monitor,watch
1142,cap,yellow
1143,dugout,sit
1144,glove,pass
1145,hat,yellow
1146,deck,stand
1147,cleaver,use
1148,giraffe,pet
1149,giraffe,refer
1150,surfboard,tether
1151,exhibit,watch
1152,drinker,use
1153,machine,use
1154,banana,show
1155,bouquet,raise
1156,man,leave
1157,trick,watch
1158,sign,paint
1159,path,walk
1160,window,gaze
1161,city,look
1162,position,enjoy
1163,wood,stand
1164,cow,own
1165,elephant,pet
1166,elephant,play
1167,trunk,embrace
1168,land,tend
1169,land,clean
1170,shirt,whiten
1171,pizza,bite
1172,desk,seat
1173,tennis_ball,hit
1174,tennis_ball,serve
1175,knee,sit
1176,knee,leave
1177,train,travel
1178,sandwich,meet
1179,banana,eat
1180,sink,look
1181,doorway,leave
1182,picture,smile
1183,tennis_court,run
1184,tennis_court,play
1185,tennis_match,record
1186,parade,lead
1187,car,push
1188,cupcake,eat
1189,doughnut,bite
1190,father,tend
1191,window,see
1192,train,contend
1193,train,run
1194,man,feed
1195,cake,bite
1196,helmet,transport
1197,helmet,walk
1198,motorcycle,walk
1199,hamburger,eat
1200,stirrup,use
1201,elephant,stand
1202,bottle,achieve
1203,catsup,use
1204,pole,transport
1205,ball,juggle
1206,bicycle,drive
1207,skater,watch
1208,park,run
1209,telephone,own
1210,zebra,watch
1211,wave,make
1212,child,watch
1213,cake,watch
1214,surfboard,sit
1215,basket,remember
1216,food,fry
1217,curb,wait
1218,intersection,wait
1219,base,work
1220,moped,depend_on
1221,sidewalk,sit
1222,bus,be
1223,elbow,stay
1224,game,film
1225,beer,sip
1226,glass,drink
1227,hand,traverse
1228,ashtray,achieve
1229,christmas_bush,stand
1230,grass,bend
1231,foot,stand
1232,wave,stand
1233,sky,silhouette
1234,wave,disappear
1235,dog,stand
1236,wake_board,transport
1237,hat,whiten
1238,cellular_telephone,see
1239,hand,stay
1240,package,open
1241,backpack,roll
1242,backpack,pull
1243,seat,leave
1244,side,look
1245,bed,stand
1246,bed,bend
1247,sock,adjust
1248,hosiery,spray
1249,food,raise
1250,sand,travel
1251,surfboard,haul
1252,bite,necessitate
1253,vehicle,stand
1254,water,detect
1255,surfing,chew_over
1256,baggage,bend
1257,sea,become
1258,surf,become
1259,gate,close
1260,train,depend_on
1261,sodium_carbonate,drink
1262,bridge,traverse
1263,telephone_booth,tend
1264,baby,pull
1265,tablet,use
1266,male_child,look
1267,elephant,talk
1268,surfboard,pull
1269,board,pull
1270,string,pull
1271,paperback_book,read
1272,pen,use
1273,down,become
1274,skiing,enjoy
1275,day,enjoy
1276,wall,use
1277,rope,attach
1278,baseball,cream
1279,bicycle,tend
1280,balcony,stand
1281,cat,wish
1282,skateboarding,travel
1283,wine,drink
1284,wine,serve
1285,banana,look
1286,chump,sip
1287,chump,drink
1288,restaurant,drink
1289,animal,pet
1290,finger,reduce
1291,trouser,blacken
1292,water,neglect
1293,water,border
1294,station,stand
1295,hay,shovel
1296,street,head
1297,fist,make
1298,ball,watch
1299,bus,leave
1300,bus,tend
1301,bus,hang
1302,food,enjoy
1303,cabinet,tend
1304,hand,stand
1305,screen,stand
1306,bicycle,rush
1307,fence,load
1308,drone,load
1309,cinder_block,tend
1310,ramp,penetrate
1311,escalator_clause,become
1312,motorcycle,order
1313,ice_cream,eat
1314,ski,tend
1315,sea,walk
1316,wave,watch
1317,skateboard,perform
1318,crate,refer
1319,boat,paddle
1320,road,exceed
1321,slope,stand
1322,camcorder,use
1323,hair,shave
1324,horse,show
1325,male_child,help
1326,male_child,show
1327,food,look
1328,hotdog,look
1329,giraffe,look
1330,ramp,bend
1331,skateboard,bend
1332,outdoors,eat
1333,stick,eat
1334,dinner,eat
1335,table,eat
1336,catcher,play
1337,towel,sit
1338,line,guarantee
1339,column,stand
1340,woman,smile
1341,head,stay
1342,measure,arrive
1343,doll,pull
1344,measure,use
1345,baggage,travel
1346,doll,push
1347,bench,stay
1348,motorcycle,squat
1349,motorcycle,front
1350,man,depend_on
1351,woman,watch
1352,spectacles,look
1353,chair,tend
1354,maze,stand
1355,telephone,necessitate
1356,maze,solve
1357,sandwich,reduce
1358,giraffe,watch
1359,funny_story,walk
1360,stove,use
1361,woman,look
1362,booth,sit
1363,beer,drink
1364,car,travel
1365,frisbee,transport
1366,game,enjoy
1367,game,participate
1368,field,run
1369,man,play
1370,short_pants,stand
1371,camera,gaze
1372,telephone,solicit
1373,oven,look
1374,camera,see
1375,banana,put
1376,frisbee,target
1377,skier,watch
1378,bird,look
1379,wall,front
1380,cow,feed
1381,cow,pay
1382,cow,tend
1383,hair,fix
1384,freezer,indicate
1385,freezer,look
1386,baseball,flip
1387,measure,become
1388,measure,climb
1389,tooth,wash
1390,area,stand
1391,pizza,necessitate
1392,pizza,buy
1393,pizza,serve
1394,camera,transport
1395,cell,use
1396,telephone,see
1397,chairlift,depend_on
1398,chairlift,use
1399,goggles,use
1400,trail_bike,depend_on
1401,skateboard,jump
1402,stove,see
1403,apron,iron
1404,eyelid,raise
1405,pot,see
1406,cow,wait
1407,chariot,stand
1408,surfboard,tend
1409,duct,stand
1410,duct,look
1411,television,watch
1412,snow,refer
1413,dog,serve
1414,sofa,put
1415,bear,cuddle
1416,meal,eat
1417,animal,transport
1418,wave,walk
1419,shore,walk
1420,ocean,swim
1421,surfboard,lie
1422,suit,blacken
1423,wetness,prevent
1424,toilet,use
1425,toilet,stand
1426,toilet,look
1427,skateboard,put
1428,board,push
1429,hair,whiten
1430,crepe,braid
1431,man,pass
1432,group,gather
1433,side,stand
1434,truck,wash
1435,car,wash
1436,car,confront
1437,surfboard,tie
1438,drink,transport
1439,bowl,transport
1440,bull,depend_on
1441,bull,travel
1442,ski,learn
1443,cow,look
1444,cow,see
1445,clydesdale,watch
1446,horse,drive
1447,town,depend_on
1448,slice,eat
1449,salad,eat
1450,frisbee,try
1451,head,show
1452,rowing,use
1453,pastry,reduce
1454,catch,play
1455,ball,flip
1456,batter,run
1457,base,stand
1458,batter,flip
1459,mound,stand
1460,person,comfort
1461,train,function
1462,ball,become
1463,crossing,wait
1464,fireplug,wait
1465,sport_utility,leave
1466,food,catch
1467,food,achieve
1468,forward,lunge
1469,racket,dive
1470,frisbee,dive
1471,frisbee,jump
1472,pizza,sit
1473,plate,eat
1474,book,look
1475,dog,shop
1476,ski,fix
1477,gas_pump,stand
1478,banana,transport
1479,television,look
1480,person,hold
1481,kite,make
1482,kite,construct
1483,cat,put
1484,arm,tend
1485,bag,open
1486,bench,wait
1487,bicycle,work
1488,tennis_player,film
1489,trail_bike,drive
1490,ball,try
1491,ball,fix
1492,water,sprinkle
1493,eye,squint
1494,nose,squint
1495,bench,front
1496,body,become
1497,snow,enjoy
1498,pillar,stand
1499,dog,fix
1500,dog,make
1501,skateboard,achieve
1502,skateboard,reach
1503,road,put
1504,skateboard,stay
1505,street,put
1506,mouth,open
1507,pizza,catch
1508,out,look
1509,outside,look
1510,pot,cover
1511,pot,transport
1512,sleeve,shirt
1513,playing,stand
1514,cake,put
1515,cake,attend
1516,cake,fix
1517,cake,cover
1518,box,put
1519,cake,open
1520,door,walk
1521,barrel,tend
1522,penguin,refer
1523,penguin,pet
1524,barn,look
1525,food,get_down
1526,hog,get_down
1527,television,stand
1528,cow,detect
1529,sheep,tend
1530,sheep,lead
1531,boat,board
1532,surfing,wind
1533,beach,run
1534,bag,seize
1535,girl,coach
1536,skateboard,blacken
1537,hood,whiten
1538,jacket,whiten
1539,player,help
1540,snowboard,attach
1541,accountant,seize
1542,barroom,stand
1543,goat,lead
1544,boat,climb
1545,person,look
1546,railing,climb
1547,wave,desire
1548,water,lie
1549,lecture,give
1550,sax,play
1551,water,watch
1552,tooth,miss
1553,sand,grok
1554,glider,attach
1555,show,watch
1556,leg,stand
1557,frisbee,teach
1558,down,sit
1559,woman,play
1560,shirt,stand
1561,step,climb
1562,child,read
1563,engine,stand
1564,ski,walk
1565,base,play
1566,motorcycle,watch
1567,can,close
1568,mouth,leave
1569,fingernail,bite
1570,child,eat
1571,bat,play
1572,football,play
1573,station,eat
1574,transportation_system,wait
1575,polo_mallet,transport
1576,ice_lolly,eat
1577,clipboard,use
1578,truck,depend_on
1579,sheep,pet
1580,pizza,remove
1581,hand,run
1582,lift,sit
1583,frisbee,look
1584,hosiery,stand
1585,bag,close
1586,arm,balance
1587,distance,bend
1588,paper,transport
1589,cart,pull
1590,computer_monitor,sit
1591,ocean,close
1592,glass,sip
1593,avocation,sit
1594,tennis_player,watch
1595,sunglasses,look
1596,towel,put
1597,grass,lie
1598,towel,lie
1599,dog,rush
1600,skateboarder,photograph
1601,tray,refer
1602,skateboard,look
1603,kite,walk
