307,donut,eat
308,donut,hold
309,donut,make
310,donut,pick_up
311,donut,smell
312,donut,no_interaction
313,elephant,feed
314,elephant,hold
315,elephant,hose
316,elephant,hug
317,elephant,kiss
318,elephant,hop_on
319,elephant,pet
320,elephant,ride
321,elephant,walk
322,elephant,wash
323,elephant,watch
324,elephant,no_interaction
325,fire_hydrant,hug
326,fire_hydrant,inspect
327,fire_hydrant,open
328,fire_hydrant,paint
329,fire_hydrant,no_interaction
330,fork,hold
331,fork,lift
332,fork,stick
333,fork,lick
334,fork,wash
335,fork,no_interaction
336,frisbee,block
337,frisbee,catch
338,frisbee,hold
339,frisbee,spin
340,frisbee,throw
341,frisbee,no_interaction
342,giraffe,feed
343,giraffe,kiss
344,giraffe,pet
345,giraffe,ride
346,giraffe,watch
347,giraffe,no_interaction
348,hair_drier,hold
349,hair_drier,operate
350,hair_drier,repair
351,hair_drier,no_interaction
352,handbag,carry
353,handbag,hold
354,handbag,inspect
355,handbag,no_interaction
356,hot_dog,carry
357,hot_dog,cook
358,hot_dog,cut
359,hot_dog,eat
360,hot_dog,hold
361,hot_dog,make
362,hot_dog,no_interaction
363,keyboard,carry
364,keyboard,clean
365,keyboard,hold
366,keyboard,type_on
367,keyboard,no_interaction
368,kite,assemble
369,kite,carry
370,kite,fly
371,kite,hold
372,kite,inspect
373,kite,launch
374,kite,pull
375,kite,no_interaction
376,knife,cut_with
377,knife,hold
378,knife,stick
379,knife,wash
380,knife,wield
381,knife,lick
382,knife,no_interaction
383,laptop,hold
384,laptop,open
385,laptop,read
386,laptop,repair
387,laptop,type_on
388,laptop,no_interaction
389,microwave,clean
390,microwave,open
391,microwave,operate
392,microwave,no_interaction
393,mouse,control
394,mouse,hold
395,mouse,repair
396,mouse,no_interaction
397,orange,buy
398,orange,cut
399,orange,eat
400,orange,hold
401,orange,inspect
402,orange,peel
403,orange,pick
404,orange,squeeze
405,orange,wash
406,orange,no_interaction
407,oven,clean
408,oven,hold
409,oven,inspect
410,oven,open
411,oven,repair
412,oven,operate
413,oven,no_interaction
414,parking_meter,check
415,parking_meter,pay
416,parking_meter,repair
417,parking_meter,no_interaction
418,pizza,buy
419,pizza,carry
420,pizza,cook
421,pizza,cut
422,pizza,eat
423,pizza,hold
424,pizza,make
425,pizza,pick_up
426,pizza,slide
427,pizza,smell
428,pizza,no_interaction
429,refrigerator,clean
430,refrigerator,hold
431,refrigerator,move
432,refrigerator,open
433,refrigerator,no_interaction
434,remote,hold
435,remote,point
436,remote,swing
437,remote,no_interaction
438,sandwich,carry
439,sandwich,cook
440,sandwich,cut
441,sandwich,eat
442,sandwich,hold
443,sandwich,make
444,sandwich,no_interaction
445,scissors,cut_with
446,scissors,hold
447,scissors,open
448,scissors,no_interaction
449,sink,clean
450,sink,repair
451,sink,wash
452,sink,no_interaction
453,skateboard,carry
454,skateboard,flip
455,skateboard,grind
456,skateboard,hold
457,skateboard,jump
458,skateboard,pick_up
459,skateboard,ride
460,skateboard,sit_on
461,skateboard,stand_on
462,skateboard,no_interaction
463,skis,adjust
464,skis,carry
465,skis,hold
466,skis,inspect
467,skis,jump
468,skis,pick_up
469,skis,repair
470,skis,ride
471,skis,stand_on
472,skis,wear
473,skis,no_interaction
474,snowboard,adjust
475,snowboard,carry
476,snowboard,grind
477,snowboard,hold
478,snowboard,jump
479,snowboard,ride
480,snowboard,stand_on
481,snowboard,wear
482,snowboard,no_interaction
483,spoon,hold
484,spoon,lick
485,spoon,wash
486,spoon,sip
487,spoon,no_interaction
488,sports_ball,block
489,sports_ball,carry
490,sports_ball,catch
491,sports_ball,dribble
492,sports_ball,hit
493,sports_ball,hold
494,sports_ball,inspect
495,sports_ball,kick
496,sports_ball,pick_up
497,sports_ball,serve
498,sports_ball,sign
499,sports_ball,spin
500,sports_ball,throw
501,sports_ball,no_interaction
502,stop_sign,hold
503,stop_sign,stand_under
504,stop_sign,stop_at
505,stop_sign,no_interaction
506,suitcase,carry
507,suitcase,drag
508,suitcase,hold
509,suitcase,hug
510,suitcase,load
511,suitcase,open
512,suitcase,pack
513,suitcase,pick_up
514,suitcase,zip
515,suitcase,no_interaction
516,surfboard,carry
517,surfboard,drag
518,surfboard,hold
519,surfboard,inspect
520,surfboard,jump
521,surfboard,lie_on
522,surfboard,load
523,surfboard,ride
524,surfboard,stand_on
525,surfboard,sit_on
526,surfboard,wash
527,surfboard,no_interaction
528,teddy_bear,carry
529,teddy_bear,hold
530,teddy_bear,hug
531,teddy_bear,kiss
532,teddy_bear,no_interaction
533,tennis_racket,carry
534,tennis_racket,hold
535,tennis_racket,inspect
536,tennis_racket,swing
537,tennis_racket,no_interaction
538,tie,adjust
539,tie,cut
540,tie,hold
541,tie,inspect
542,tie,pull
543,tie,tie
544,tie,wear
545,tie,no_interaction
546,toaster,hold
547,toaster,operate
548,toaster,repair
549,toaster,no_interaction
550,toilet,clean
551,toilet,flush
552,toilet,open
553,toilet,repair
554,toilet,sit_on
555,toilet,stand_on
556,toilet,wash
557,toilet,no_interaction
558,toothbrush,brush_with
559,toothbrush,hold
560,toothbrush,wash
561,toothbrush,no_interaction
562,traffic_light,install
563,traffic_light,repair
564,traffic_light,stand_under
565,traffic_light,stop_at
566,traffic_light,no_interaction
567,truck,direct
568,truck,drive
569,truck,inspect
570,truck,load
571,truck,repair
572,truck,ride
573,truck,sit_on
574,truck,wash
575,truck,no_interaction
576,umbrella,carry
577,umbrella,hold
578,umbrella,lose
579,umbrella,open
580,umbrella,repair
581,umbrella,set
582,umbrella,stand_under
583,umbrella,no_interaction
584,vase,hold
585,vase,make
586,vase,paint
587,vase,no_interaction
588,wine_glass,fill
589,wine_glass,hold
590,wine_glass,sip
591,wine_glass,toast
592,wine_glass,lick
593,wine_glass,wash
594,wine_glass,no_interaction
595,zebra,feed
596,zebra,hold
597,zebra,pet
598,zebra,watch
599,zebra,no_interaction
